Epoch: 00, Loss: 0.4644, ValLoss: 0.5038 
Epoch: 01, Loss: 0.4442, ValLoss: 0.5003 
Epoch: 02, Loss: 0.4377, ValLoss: 0.4990 
Epoch: 03, Loss: 0.4356, ValLoss: 0.4971 
Epoch: 04, Loss: 0.4341, ValLoss: 0.4916 
Epoch: 05, Loss: 0.4294, ValLoss: 0.4814 
Epoch: 06, Loss: 0.4233, ValLoss: 0.4637 
Epoch: 07, Loss: 0.4186, ValLoss: 0.4675 
Epoch: 08, Loss: 0.4147, ValLoss: 0.4947 
Epoch: 09, Loss: 0.4188, ValLoss: 0.4198 
Epoch: 10, Loss: 0.4095, ValLoss: 0.4180 
Epoch: 11, Loss: 0.4062, ValLoss: 0.4379 
Epoch: 12, Loss: 0.4049, ValLoss: 0.4349 
Epoch: 13, Loss: 0.4036, ValLoss: 0.4173 
Epoch: 14, Loss: 0.4013, ValLoss: 0.4190 
Epoch: 15, Loss: 0.4009, ValLoss: 0.4479 
Epoch: 16, Loss: 0.3958, ValLoss: 0.3987 
Epoch: 17, Loss: 0.3974, ValLoss: 0.4718 
Epoch: 18, Loss: 0.3992, ValLoss: 0.4477 
Epoch: 19, Loss: 0.3938, ValLoss: 0.4215 
Epoch: 20, Loss: 0.3926, ValLoss: 0.3784 
Epoch: 21, Loss: 0.3955, ValLoss: 0.3896 
Epoch: 22, Loss: 0.3882, ValLoss: 0.3929 
Epoch: 23, Loss: 0.3877, ValLoss: 0.4035 
Epoch: 24, Loss: 0.3875, ValLoss: 0.4067 
Epoch: 25, Loss: 0.3774, ValLoss: 0.3900 
Epoch: 26, Loss: 0.3792, ValLoss: 0.4058 
Epoch: 27, Loss: 0.3829, ValLoss: 0.3868 
Epoch: 28, Loss: 0.3774, ValLoss: 0.3769 
Epoch: 29, Loss: 0.3741, ValLoss: 0.3597 
Epoch: 30, Loss: 0.3753, ValLoss: 0.3575 
Epoch: 31, Loss: 0.3666, ValLoss: 0.3761 
Epoch: 32, Loss: 0.3739, ValLoss: 0.3665 
Epoch: 33, Loss: 0.3699, ValLoss: 0.3651 
Epoch: 34, Loss: 0.3697, ValLoss: 0.3609 
Epoch: 35, Loss: 0.3607, ValLoss: 0.3672 
Epoch: 36, Loss: 0.3659, ValLoss: 0.3753 
